,Unnamed: 0,driver_id,client_id,start,start_latitude,start_longtitude,finish,finish_latitude,finish_longtitude,distance,road_time,start_time,finish_time,cost,driver_rate,category_driver_feedback,text_driver_feedback,client_rate,category_client_feedback,text_client_feedback
133,133,1391,3499,CR9 1AZ,51.375716,-0.091863,SW1A 1LZ,51.506463,-0.139579,14.92,0 days 00:28:00,2017-03-26 00:54:52,2017-03-26 01:22:52,12.3,,,,,,
134,134,1567,3990,CR4 2XL,51.413589,-0.155058,SE17 2ZD,51.489149,-0.098453,9.28,0 days 00:08:00,2018-09-23 23:30:25,2018-09-23 23:38:25,8.63,5.0,,,,,
135,135,1688,3935,SE9 5WA,51.449793,0.052685,N1P 2DR,51.538425,-0.103278,14.65,0 days 00:21:00,2011-02-05 09:57:25,2011-02-05 10:18:25,13.99,5.0,,,4.0,,
136,136,994,2583,SW2 1LF,51.461202,-0.113622,E17 6WF,51.585503,-0.018014,15.34,0 days 00:22:00,2010-11-27 00:31:48,2010-11-27 00:53:48,12.57,,,,,,
137,137,953,352,NW1 9TQ,51.530785,-0.13543,N10 3UQ,51.588279,-0.143196,6.42,0 days 00:15:00,2019-03-31 00:15:35,2019-03-31 00:30:35,6.77,,,,,,
138,138,841,4209,N1 7BW,51.532818,-0.091919,N1 0PB,51.535269,-0.103828,0.87,0 days 00:05:00,2013-10-22 18:25:59,2013-10-22 18:30:59,3.65,,,,5.0,,
139,139,1661,821,E3 2UB,51.531173,-0.021903,SW11 2HG,51.465669,-0.174827,12.88,0 days 00:16:00,2019-01-08 13:22:56,2019-01-08 13:38:56,8.44,2.0,,,4.0,,
140,140,544,154,SE16 7UR,51.497145,-0.036357,SE9 6ST,51.459757,0.050109,7.31,0 days 00:26:00,2018-09-28 05:45:54,2018-09-28 06:11:54,7.35,1.0,unpleasant companion,"['dirty', 'non-expert navigation', 'unpleasant companion', 'not recommend']",,,
141,141,1710,3302,N8 9WG,51.58647,-0.112639,EC4Y 8AE,51.513689,-0.106785,8.11,0 days 00:14:00,2019-02-04 06:50:35,2019-02-04 07:04:35,7.87,,,,5.0,,
142,142,1475,1703,N17 7XG,51.59386,-0.071604,HA0 2XW,51.555583,-0.316607,17.51,0 days 00:29:00,2016-05-10 01:35:27,2016-05-10 02:04:27,13.98,,,,,,
143,143,675,3836,W12 7RL,51.509064,-0.223256,HA3 0DY,51.581757,-0.308929,10.04,0 days 00:09:00,2018-03-15 22:30:22,2018-03-15 22:39:22,9.13,,,,,,
144,144,1294,4443,SE19 3PW,51.415554,-0.086897,RM3 0WH,51.589806,0.221708,28.9,0 days 00:34:00,2014-11-21 18:50:27,2014-11-21 19:24:27,24.67,1.0,unpleasant companion,"['awful service', 'dirty', 'non-expert navigation', 'unpleasant companion', 'not recommend']",,,
145,145,184,4145,E18 9BX,51.591999,0.026577,W1M 4BB,51.520555,-0.152179,14.73,0 days 00:24:00,2018-02-25 21:12:09,2018-02-25 21:36:09,9.36,,,,5.0,pleasant,"['pleasant', 'neat and tidy', 'quiet', 'polite']"
146,146,1988,2140,W1U 5BL,51.521424,-0.154825,SW8 4JQ,51.475335,-0.138743,5.25,0 days 00:14:00,2019-10-23 04:44:48,2019-10-23 04:58:48,6.01,,,,,,
147,147,886,1398,SM1 1HT,51.360035,-0.191209,SM5 4PX,51.348049,-0.157777,2.68,0 days 00:04:00,2015-03-16 02:43:35,2015-03-16 02:47:35,4.34,,,,5.0,,
148,148,2069,1898,WC1H 9TY,51.516327,-0.123769,W1N 6DH,51.518622,-0.143609,1.4,0 days 00:02:00,2018-01-07 00:39:46,2018-01-07 00:41:46,3.51,1.0,,,5.0,,
149,149,1311,1713,TW6 2NN,51.479819,-0.443291,W11 4EZ,51.513427,-0.214439,16.33,0 days 00:22:00,2015-05-03 19:05:27,2015-05-03 19:27:27,15.25,,,,5.0,,
150,150,177,331,TW3 4EQ,51.475166,-0.365691,NW5 3WY,51.55092,-0.143449,17.58,0 days 00:20:00,2014-01-16 17:34:45,2014-01-16 17:54:45,10.79,,,,,,
151,151,2357,586,SE15 1JJ,51.481324,-0.061593,KT5 8LG,51.391968,-0.288798,18.67,0 days 00:28:00,2015-09-05 04:09:56,2015-09-05 04:37:56,14.74,,,,4.0,,
152,152,1176,3987,SE17 2NX,51.486669,-0.089151,WC2H 9LT,51.51395,-0.126346,3.99,0 days 00:17:00,2018-11-24 16:55:35,2018-11-24 17:12:35,4.0,,,,,,
153,153,947,3933,RM8 2DA,51.551776,0.11513,NW4 3LG,51.58107,-0.227666,23.99,0 days 00:31:00,2018-03-12 05:38:33,2018-03-12 06:09:33,18.19,,,,5.0,,
154,154,1935,862,NW11 1FP,51.580294,-0.199119,SW15 3AX,51.455611,-0.230227,14.04,0 days 00:31:00,2015-02-20 05:48:53,2015-02-20 06:19:53,11.73,,,,,,
155,155,1647,4426,EC4R 1AB,51.513504,-0.092006,N19 5GU,51.564149,-0.132175,6.29,0 days 00:12:00,2017-12-19 18:20:18,2017-12-19 18:32:18,7.72,5.0,neat and tidy,"['nice car', 'recommend', 'neat and tidy', 'wonderful companion', 'great service', 'expert navigation']",2.0,,
156,156,1924,2160,IG6 2FG,51.599183,0.079573,SW15 3XH,51.460362,-0.218599,25.82,0 days 00:30:00,2018-10-30 19:44:40,2018-10-30 20:14:40,22.36,,,,2.0,,
157,157,2135,2186,SW15 1TX,51.4622,-0.21644,W1T 6DJ,51.522625,-0.140866,8.53,0 days 00:18:00,2010-09-02 08:09:50,2010-09-02 08:27:50,9.4,,,,,,
158,158,1192,1644,WC1N 1HE,51.524333,-0.125574,BR1 1BP,51.409027,0.010236,15.93,0 days 00:26:00,2017-07-10 11:59:47,2017-07-10 12:25:47,9.96,,,,,,
159,159,1501,1640,N13 6JP,51.60977,-0.107657,N17 9AB,51.592585,-0.067875,3.35,0 days 00:05:00,2013-02-11 14:52:56,2013-02-11 14:57:56,3.68,,,,,,
160,160,1971,1121,WC1V 6PY,51.517379,-0.12204,SE17 3XF,51.489149,-0.098453,3.54,0 days 00:04:00,2016-06-29 21:25:08,2016-06-29 21:29:08,3.77,5.0,,,,,
161,161,1999,146,SW3 3EW,51.492361,-0.167437,SW8 1UG,51.472703,-0.122536,3.81,0 days 00:05:00,2013-06-15 00:17:31,2013-06-15 00:22:31,5.08,,,,,,
162,162,1909,3348,SW2 9BS,51.454192,-0.122288,EC2N 4BN,51.515694,-0.08184,7.4,0 days 00:14:00,2010-04-05 19:56:22,2010-04-05 20:10:22,8.55,1.0,awful service,[],,,
163,163,88,1617,HA2 6EZ,51.589909,-0.366456,N20 9EJ,51.637014,-0.170441,14.55,0 days 00:21:00,2010-11-10 09:21:21,2010-11-10 09:42:21,13.91,,,,3.0,,
164,164,150,2833,W1U 7HY,51.518496,-0.154454,W11 4TU,51.506281,-0.217601,4.59,0 days 00:13:00,2010-03-11 08:50:44,2010-03-11 09:03:44,6.44,3.0,unpleasant companion,[],5.0,,
165,165,2160,2153,UB3 2SF,51.521657,-0.43091,DA8 2ZY,51.471536,0.188454,43.37,0 days 00:47:00,2015-03-24 20:10:55,2015-03-24 20:57:55,23.68,,,,,,
166,166,1955,673,HA3 0ET,51.585237,-0.329686,E17 3TZ,51.585503,-0.018014,21.6,0 days 00:27:00,2015-08-25 15:27:19,2015-08-25 15:54:19,12.8,,,,,,
167,167,2026,1724,WC1B 5AG,51.521238,-0.123236,EN3 5NP,51.659909,-0.039522,16.48,0 days 00:25:00,2011-07-07 18:34:46,2011-07-07 18:59:46,15.36,,,,5.0,neat and tidy,['recommend']
168,168,1515,961,CR4 6BB,51.39145,-0.120014,HA4 0RZ,51.559997,-0.39615,26.83,0 days 00:33:00,2010-07-28 17:46:42,2010-07-28 18:19:42,15.42,1.0,bad car,['non-expert navigation'],1.0,,
169,169,446,2613,WC2N 6HW,51.508655,-0.124229,RM12 6EJ,51.553967,0.229453,25.06,0 days 00:53:00,2017-06-02 19:44:13,2017-06-02 20:37:13,21.8,5.0,,,4.0,,
170,170,1083,1742,NW1 6HR,51.524117,-0.161967,N11 3HZ,51.615519,-0.152976,10.19,0 days 00:21:00,2018-11-30 23:18:16,2018-11-30 23:39:16,9.22,,,,5.0,,
171,171,1191,3681,SW1Y 4WQ,51.496429,-0.137437,SW1E 5HX,51.498876,-0.141473,0.39,0 days 00:11:00,2012-03-12 10:00:06,2012-03-12 10:11:06,2.19,4.0,,,,,
172,172,1190,3008,IG11 0HA,51.522408,0.109992,E11 1EY,51.572323,0.001934,9.33,0 days 00:19:00,2019-07-17 07:27:22,2019-07-17 07:46:22,6.66,,,,,,
173,173,2412,1478,NW7 4AB,51.617176,-0.239145,HA1 9NE,51.585228,-0.329687,7.21,0 days 00:05:00,2010-06-21 21:29:04,2010-06-21 21:34:04,5.6,,,,1.0,,
174,174,1017,2181,W1B 5ND,51.511605,-0.138332,W9 1RZ,51.526268,-0.195629,4.3,0 days 00:08:00,2010-09-13 00:40:57,2010-09-13 00:48:57,5.4,,,,,,
175,175,753,871,SE17 1WH,51.489149,-0.098453,W7 1BA,51.522525,-0.332198,16.65,0 days 00:22:00,2013-10-10 22:12:26,2013-10-10 22:34:26,13.42,,,,,,
176,176,1375,1717,UB8 9JS,51.537334,-0.487341,W1X 8HP,51.50968,-0.146855,23.83,0 days 00:42:00,2015-11-17 06:15:33,2015-11-17 06:57:33,18.09,,,,,,
177,177,2359,962,SW1W 9TQ,51.495339,-0.146414,SE26 6JN,51.431779,-0.062424,9.17,0 days 00:18:00,2011-03-17 11:27:51,2011-03-17 11:45:51,6.58,5.0,,,1.0,,
178,178,1348,2551,SE7 7AX,51.4876,0.023111,N9 8PL,51.634101,-0.048164,17.03,0 days 00:15:00,2017-08-21 11:11:43,2017-08-21 11:26:43,10.52,,,,,,
179,179,438,516,SW18 2DP,51.452159,-0.184433,SW1X 9AZ,51.492787,-0.159065,4.85,0 days 00:08:00,2019-04-12 08:12:49,2019-04-12 08:20:49,6.64,4.0,,,,,
180,180,1826,4022,HA3 0JU,51.577602,-0.302098,SW1H 0BS,51.49897,-0.134942,14.53,0 days 00:12:00,2014-11-05 04:33:41,2014-11-05 04:45:41,12.04,,,,,,
181,181,962,2164,NW1W 8RW,51.530785,-0.13543,NW1 5EL,51.519335,-0.166686,2.52,0 days 00:06:00,2019-01-20 07:29:15,2019-01-20 07:35:15,3.26,,,,5.0,,
182,182,446,3833,W1F 8TP,51.51408,-0.135622,TW5 9TB,51.482504,-0.406863,19.16,0 days 00:13:00,2014-01-20 15:26:14,2014-01-20 15:39:14,11.58,,,,,,
183,183,873,2469,N18 2RA,51.611418,-0.064201,CR4 2YX,51.405778,-0.16328,23.89,0 days 00:40:00,2013-10-24 07:29:57,2013-10-24 08:09:57,13.94,,,,,,
184,184,1852,702,SW1V 2RT,51.490582,-0.132778,NW9 5DA,51.597693,-0.259838,14.82,0 days 00:12:00,2011-06-02 03:21:24,2011-06-02 03:33:24,12.23,,,,4.0,,
185,185,1678,3047,SW15 2PA,51.461368,-0.204337,SW1V 1ED,51.492469,-0.13891,5.71,0 days 00:15:00,2010-11-01 22:53:54,2010-11-01 23:08:54,6.31,,,,,,
186,186,621,4180,SE15 5NN,51.471101,-0.076943,CR4 3QR,51.40928,-0.172184,9.55,0 days 00:22:00,2014-12-12 21:19:16,2014-12-12 21:41:16,6.78,1.0,,,3.0,,
187,187,2015,967,W8 9BA,51.498446,-0.198586,SE23 2JQ,51.436422,-0.044157,12.76,0 days 00:16:00,2012-03-22 08:59:14,2012-03-22 09:15:14,12.57,,,,,,
188,188,1031,119,RM3 8UB,51.598085,0.22334,HA5 9JL,51.595051,-0.385171,42.17,0 days 01:01:00,2011-03-30 23:26:19,2011-03-31 00:27:19,30.01,,,,4.0,polite,"['pleasant', 'quiet', 'recommend', 'polite', 'neat and tidy']"
189,189,368,1610,E2 9WT,51.532724,-0.060419,W1H 5AJ,51.514677,-0.161483,7.3,0 days 00:06:00,2015-09-23 02:02:20,2015-09-23 02:08:20,7.35,,,,1.0,unpleasant,
190,190,1308,2893,SE1 0SE,51.500562,-0.101883,TW13 4BB,51.446575,-0.413093,22.44,0 days 00:27:00,2010-11-05 06:03:41,2010-11-05 06:30:41,17.19,,,,,,
191,191,133,345,W1W 6TH,51.519779,-0.140593,RM1 4HE,51.583971,0.186721,23.8,0 days 00:33:00,2015-09-02 03:10:02,2015-09-02 03:43:02,18.07,,,,4.0,,
192,192,1785,3156,BR4 0AG,51.379874,-0.003572,E2 8WU,51.532724,-0.060419,17.46,0 days 00:21:00,2014-03-24 22:29:45,2014-03-24 22:50:45,13.95,,,,4.0,,
193,193,1764,2894,CR0 4JT,51.372164,-0.114626,SW7 1DT,51.500431,-0.164246,14.68,0 days 00:25:00,2019-10-23 04:53:43,2019-10-23 05:18:43,12.14,,,,,,
194,194,1263,307,SW10 9RT,51.488673,-0.180707,N19 3UB,51.565929,-0.13444,9.18,0 days 00:22:00,2011-07-03 16:59:09,2011-07-03 17:21:09,6.59,,,,,,
195,195,2062,2864,IG2 6LP,51.55807,0.072373,CR7 8RN,51.397931,-0.095381,21.29,0 days 00:26:00,2015-09-27 11:57:02,2015-09-27 12:23:02,12.64,,,,,,
196,196,2494,2019,SE17 3BX,51.489149,-0.098453,SE17 1JW,51.490891,-0.097761,0.2,0 days 00:16:00,2012-11-12 01:14:22,2012-11-12 01:30:22,2.73,,,,2.0,,
197,197,189,4157,NW3 7BJ,51.55665,-0.195408,BR2 0TR,51.395591,0.007606,22.8,0 days 00:20:00,2012-05-22 04:14:28,2012-05-22 04:34:28,17.42,,,,5.0,,
198,198,512,3389,EN2 7NW,51.650411,-0.124757,UB5 4NS,51.554279,-0.360463,19.52,0 days 00:17:00,2016-03-10 08:10:04,2016-03-10 08:27:04,17.64,1.0,awful service,[],,,
199,199,1203,997,SE15 5WU,51.471766,-0.070925,TW3 3LE,51.470272,-0.360985,20.16,0 days 00:30:00,2014-11-29 08:33:42,2014-11-29 09:03:42,18.12,,,,,,
200,200,1320,3485,E3 5HN,51.526418,-0.031638,UB7 9JB,51.496436,-0.466437,30.37,0 days 00:48:00,2018-12-07 17:59:01,2018-12-07 18:47:01,17.19,,,,,,
201,201,159,3109,E1 9LB,51.50626,-0.070823,IG1 3RN,51.575314,0.060847,11.94,0 days 00:11:00,2016-09-01 04:55:54,2016-09-01 05:06:54,10.36,,,,,,
202,202,1600,2914,EN5 5AW,51.649532,-0.185564,EC2M 3UG,51.520643,-0.079268,16.12,0 days 00:25:00,2010-12-04 22:05:12,2010-12-04 22:30:12,13.08,,,,,,
203,203,66,4078,SE1 5ST,51.492271,-0.074871,W4 2HE,51.491733,-0.255377,12.54,0 days 00:17:00,2011-03-27 20:59:23,2011-03-27 21:16:23,8.27,,,,,,
204,204,2091,3417,SE4 2JB,51.457558,-0.042174,EN5 1SN,51.643239,-0.171145,22.51,0 days 00:35:00,2012-08-03 13:45:13,2012-08-03 14:20:13,13.26,,,,1.0,,
205,205,612,322,SW17 0GA,51.434704,-0.175745,CR8 1EJ,51.328842,-0.094427,13.07,0 days 00:18:00,2014-02-20 00:18:07,2014-02-20 00:36:07,11.1,4.0,,,5.0,,
206,206,885,3781,SE2 9AF,51.497218,0.123553,NW1W 9GD,51.530785,-0.13543,18.36,0 days 00:32:00,2018-11-22 14:43:12,2018-11-22 15:15:12,11.18,5.0,,,,,
207,207,1252,932,N16 5YD,51.570059,-0.077214,BR2 0BS,51.406891,-0.003704,18.86,0 days 00:24:00,2019-05-02 06:10:06,2019-05-02 06:34:06,14.86,,,,,,
208,208,1737,3990,NW1W 7JJ,51.530785,-0.13543,NW5 3DY,51.547994,-0.145501,2.04,0 days 00:10:00,2015-08-04 17:45:54,2015-08-04 17:55:54,3.02,,,,,,
209,209,205,2509,NW6 5ZA,51.531138,-0.19659,SW1V 4DL,51.487975,-0.139093,6.24,0 days 00:10:00,2012-10-03 07:57:30,2012-10-03 08:07:30,5.12,,,,,,
210,210,2442,1190,NW6 7GH,51.536482,-0.193206,SW1W 0JE,51.497122,-0.148805,5.35,0 days 00:21:00,2018-02-26 12:35:31,2018-02-26 12:56:31,4.68,,,,4.0,,
211,211,1000,3864,UB3 2JU,51.514369,-0.413852,W6 8DS,51.484242,-0.218331,13.98,0 days 00:17:00,2017-12-20 10:27:57,2017-12-20 10:44:57,8.99,1.0,dirty,"['awful service', 'unpleasant companion', 'non-expert navigation']",,,
212,212,2414,1038,W14 9UR,51.496734,-0.212513,BR2 0WW,51.408226,0.017578,18.78,0 days 00:17:00,2018-04-24 21:30:31,2018-04-24 21:47:31,11.39,,,,,,
213,213,980,1862,N10 9BG,51.592195,-0.142849,SW15 4WQ,51.460362,-0.218599,15.58,0 days 00:27:00,2010-02-06 17:19:41,2010-02-06 17:46:41,9.79,,,,4.0,,
214,214,513,1719,SW1V 2JG,51.48876,-0.131859,IG8 7RP,51.614367,0.040905,18.41,0 days 00:43:00,2013-01-26 02:16:56,2013-01-26 02:59:56,14.57,1.0,,,5.0,,
215,215,1713,1758,SE10 9GE,51.482936,-0.017596,W1A 6TN,51.517133,-0.134244,8.95,0 days 00:31:00,2017-03-30 17:56:53,2017-03-30 18:27:53,6.48,,,,,,
216,216,685,3775,E5 8SF,51.563376,-0.062318,HA8 7XN,51.613962,-0.281993,16.23,0 days 00:14:00,2015-07-03 05:41:27,2015-07-03 05:55:27,13.15,4.0,,,,,
217,217,978,3138,NW1 5WU,51.530785,-0.13543,HA4 8LJ,51.572755,-0.423177,20.5,0 days 00:27:00,2011-01-19 04:38:42,2011-01-19 05:05:42,15.92,,,,,,
218,218,490,3876,UB4 0LH,51.512474,-0.397503,SW16 1RW,51.430351,-0.142471,19.94,0 days 00:26:00,2017-12-22 17:06:32,2017-12-22 17:32:32,11.97,,,,,,
219,219,2355,4298,UB3 4DW,51.503594,-0.419067,SE18 5HZ,51.490221,0.046693,32.38,0 days 00:40:00,2011-07-19 12:27:19,2011-07-19 13:07:19,18.19,,,,5.0,,
220,220,2494,118,NW1 5LD,51.522622,-0.156622,SW16 3AN,51.414838,-0.1238,12.21,0 days 00:23:00,2015-09-29 08:21:08,2015-09-29 08:44:08,12.16,,,,1.0,,
221,221,1074,4064,RM7 7DE,51.578794,0.174926,W1S 2TT,51.511178,-0.143725,23.35,0 days 00:40:00,2010-02-08 16:12:48,2010-02-08 16:52:48,13.68,,,,5.0,recommend,"['pleasant', 'neat and tidy', 'polite', 'quiet', 'recommend']"
222,222,1046,3102,W5 3AG,51.520242,-0.285479,EC1R 4RP,51.52572,-0.110049,12.19,0 days 00:21:00,2016-08-08 08:50:00,2016-08-08 09:11:00,12.14,,,,,,
223,223,1602,1734,HA4 0BF,51.57455,-0.41232,E1 6AW,51.523753,-0.075922,24.01,0 days 00:21:00,2016-12-09 01:20:54,2016-12-09 01:41:54,18.21,5.0,,,,,
224,224,752,3128,HA9 9FN,51.56352,-0.269453,SW3 3HU,51.490932,-0.164051,10.9,0 days 00:21:00,2012-01-18 09:50:40,2012-01-18 10:11:40,11.18,5.0,expert navigation,[],,,
225,225,2373,3923,IG4 5XA,51.55807,0.072373,TN16 3PB,51.302365,0.019459,28.69,0 days 00:42:00,2015-04-14 04:54:34,2015-04-14 05:36:34,21.25,,,,4.0,neat and tidy,[]
226,226,1077,3149,SW8 3BE,51.469037,-0.144744,HA6 1JU,51.59906,-0.414065,23.63,0 days 00:30:00,2012-04-21 04:36:44,2012-04-21 05:06:44,17.96,,,,1.0,not recommend,
227,227,147,470,NW10 7HR,51.532289,-0.292711,N1 3AJ,51.541704,-0.088678,14.2,0 days 00:24:00,2016-10-21 07:22:27,2016-10-21 07:46:27,9.1,,,,,,
228,228,2468,209,RM11 1BF,51.569488,0.191799,HA3 9HP,51.588509,-0.299569,34.13,0 days 00:38:00,2011-05-06 15:50:50,2011-05-06 16:28:50,19.07,,,,5.0,,
229,229,1807,21,TW4 5BE,51.464238,-0.38173,TW7 7HX,51.46265,-0.328767,3.68,0 days 00:15:00,2010-07-12 03:54:26,2010-07-12 04:09:26,4.99,,,,2.0,not recommend,
230,230,2406,4125,SM3 8HX,51.368572,-0.22847,E16 2EP,51.513197,-0.028302,21.27,0 days 00:22:00,2014-07-05 14:23:11,2014-07-05 14:45:11,12.64,,,,,,
231,231,2372,9,SE18 7ZR,51.489548,0.067147,SW1P 3JU,51.497321,-0.12625,13.46,0 days 00:23:00,2011-05-21 17:45:41,2011-05-21 18:08:41,8.73,,,,4.0,,
232,232,1721,811,EC1N 8HD,51.520069,-0.108106,IG3 9XT,51.55807,0.072373,13.22,0 days 00:31:00,2019-01-17 15:18:48,2019-01-17 15:49:48,8.61,,,,2.0,,
233,233,549,3616,WC1R 4DU,51.519084,-0.116204,SE17 3PJ,51.481773,-0.103311,4.25,0 days 00:05:00,2018-11-02 18:59:43,2018-11-02 19:04:43,6.19,5.0,neat and tidy,"['nice car', 'neat and tidy']",4.0,,
234,234,482,3639,SE7 7ZZ,51.48225,0.029298,SE19 3SU,51.419572,-0.090642,10.87,0 days 00:19:00,2016-10-30 07:12:28,2016-10-30 07:31:28,7.44,1.0,,,,,
235,235,133,2804,CR2 6XU,51.346677,-0.103409,NW1W 8FP,51.530785,-0.13543,20.6,0 days 00:40:00,2016-02-12 14:52:57,2016-02-12 15:32:57,12.3,,,,,,
236,236,865,192,W6 7RJ,51.501231,-0.225607,HA9 7ZH,51.551185,-0.307236,7.94,0 days 00:18:00,2010-09-06 08:07:44,2010-09-06 08:25:44,8.96,,,,5.0,neat and tidy,"['neat and tidy', 'recommend', 'pleasant', 'polite']"
237,237,1531,1406,IG11 0DF,51.534517,0.088173,SW10 9JT,51.487298,-0.187128,19.82,0 days 00:27:00,2013-06-06 22:07:39,2013-06-06 22:34:39,15.48,,,,5.0,neat and tidy,['recommend']
238,238,1500,3289,EC3N 4DB,51.510389,-0.079094,W1N 5HB,51.523041,-0.145015,4.79,0 days 00:18:00,2013-12-27 02:05:55,2013-12-27 02:23:55,5.71,1.0,unpleasant companion,"['bad car', 'awful service']",4.0,,
239,239,2324,67,SW16 3XE,51.430919,-0.130694,E11 2DW,51.580526,0.032172,20.12,0 days 00:12:00,2016-05-04 13:25:33,2016-05-04 13:37:33,12.06,,,,,,
240,240,597,3586,UB1 1BZ,51.507775,-0.384684,CR8 3WE,51.346677,-0.103409,26.53,0 days 00:21:00,2015-03-04 18:44:38,2015-03-04 19:05:38,22.9,,,,1.0,,
241,241,2438,2786,TW3 4HL,51.476944,-0.364188,EC4A 1DR,51.514498,-0.110628,18.1,0 days 00:30:00,2016-08-22 14:16:05,2016-08-22 14:46:05,11.05,,,,,,
242,242,1772,2656,RM2 5JS,51.586092,0.200249,NW9 6UX,51.582748,-0.246596,30.97,0 days 00:51:00,2012-09-14 12:49:01,2012-09-14 13:40:01,17.48,,,,3.0,,
243,243,393,3016,CR8 3ZL,51.339864,-0.13275,W10 6FX,51.511059,-0.220758,20.01,0 days 00:35:00,2014-07-07 06:56:10,2014-07-07 07:31:10,15.61,,,,5.0,,
244,244,2219,2013,EC4V 5DY,51.513135,-0.101403,CR0 7YH,51.389927,-0.057538,14.04,0 days 00:22:00,2011-01-31 20:59:14,2011-01-31 21:21:14,9.02,,,,,,
245,245,1108,3678,WC1A 9BE,51.524565,-0.112042,SE18 7NJ,51.488365,0.082621,14.1,0 days 00:11:00,2017-02-28 19:35:56,2017-02-28 19:46:56,13.58,,,,5.0,,
246,246,57,4224,E17 4LZ,51.5993,-0.011738,NW11 1FL,51.580294,-0.199119,13.16,0 days 00:13:00,2015-07-04 17:19:15,2015-07-04 17:32:15,8.58,,,,,,
247,247,565,2375,CR4 4AB,51.402833,-0.16416,SW11 1BL,51.459031,-0.164929,6.25,0 days 00:09:00,2011-04-26 09:05:53,2011-04-26 09:14:53,7.69,,,,4.0,,
248,248,2461,2335,W4 3QB,51.481977,-0.276156,W2 7FF,51.516375,-0.175251,7.98,0 days 00:22:00,2015-08-09 17:44:20,2015-08-09 18:06:20,5.99,,,,,,
249,249,1785,2065,W1U 1PS,51.516164,-0.149157,HA1 4NX,51.583722,-0.349054,15.77,0 days 00:44:00,2016-07-24 01:18:09,2016-07-24 02:02:09,12.85,,,,,,
250,250,392,1802,N16 6EU,51.571376,-0.067043,SW3 5DB,51.485417,-0.172526,12.04,0 days 00:15:00,2015-06-14 22:47:55,2015-06-14 23:02:55,10.43,3.0,,,,,
251,251,1860,3640,SW8 5JA,51.477383,-0.136313,CR7 7GQ,51.375716,-0.091863,11.73,0 days 00:21:00,2018-04-04 08:22:31,2018-04-04 08:43:31,11.8,,,,2.0,,
252,252,2354,2931,W11 9EF,51.513921,-0.321631,EC1V 2RA,51.528862,-0.095256,15.8,0 days 00:26:00,2012-02-28 21:51:58,2012-02-28 22:17:58,9.9,5.0,,,,,
253,253,818,564,SW6 4WR,51.479214,-0.198235,N7 0FF,51.555981,-0.121316,10.07,0 days 00:11:00,2017-08-06 01:05:53,2017-08-06 01:16:53,9.15,,,,1.0,,
254,254,1889,1935,EC1P 1QF,51.524503,-0.112088,KT6 7LW,51.374296,-0.301038,21.26,0 days 00:30:00,2019-04-01 20:24:29,2019-04-01 20:54:29,12.63,1.0,,,,,
255,255,1239,941,E4 6EJ,51.627981,0.007562,BR3 3DQ,51.388017,-0.025611,26.8,0 days 00:39:00,2016-01-28 10:42:43,2016-01-28 11:21:43,15.4,,,,5.0,,
256,256,1355,674,SE13 5EB,51.461225,-0.000499,UB1 2UU,51.503711,-0.414351,29.14,0 days 00:40:00,2013-12-29 05:54:46,2013-12-29 06:34:46,21.54,,,,3.0,,
257,257,794,3449,SM4 6DF,51.396153,-0.185027,CR2 3YA,51.335685,-0.119425,8.13,0 days 00:22:00,2012-08-27 19:31:54,2012-08-27 19:53:54,9.1,,,,1.0,,
258,258,1110,1010,W1A 2XX,51.517133,-0.134244,DA8 3EZ,51.471771,0.161754,21.17,0 days 00:37:00,2015-02-11 11:26:44,2015-02-11 12:03:44,12.58,,,,5.0,,
259,259,1224,2963,W1P 9PA,51.520383,-0.1345,SM4 4TA,51.388601,-0.21203,15.62,0 days 00:26:00,2016-09-14 18:47:43,2016-09-14 19:13:43,14.71,,,,,,
260,260,1797,1366,BR2 9LL,51.398444,0.029425,SE18 7AH,51.487383,0.071067,10.31,0 days 00:22:00,2011-10-20 01:38:45,2011-10-20 02:00:45,9.3,,,,,,
261,261,2378,3463,SE25 4BT,51.402087,-0.07672,CR9 4DB,51.375716,-0.091863,3.12,0 days 00:08:00,2013-04-29 18:18:48,2013-04-29 18:26:48,5.34,1.0,,,,,
262,262,2127,3061,N12 8AF,51.616198,-0.177418,NW10 4ZS,51.537187,-0.246184,10.0,0 days 00:24:00,2016-06-17 20:32:54,2016-06-17 20:56:54,7.0,,,,,,
263,263,2152,2823,WC1B 3RR,51.517494,-0.129242,E2 8TT,51.532724,-0.060419,5.07,0 days 00:20:00,2013-05-19 09:28:45,2013-05-19 09:48:45,6.8,4.0,,,,,
264,264,2463,2176,W1T 2LB,51.518541,-0.133408,NW1 9AP,51.547447,-0.129196,3.23,0 days 00:16:00,2016-03-16 07:48:32,2016-03-16 08:04:32,3.62,,,,,,
265,265,333,4383,SE18 9HW,51.489548,0.067147,E11 9BP,51.564032,0.008798,9.22,0 days 00:14:00,2012-02-23 09:52:45,2012-02-23 10:06:45,9.92,1.0,bad car,"['awful service', 'dirty', 'bad car']",5.0,neat and tidy,['recommend']
266,266,293,2197,SW1P 1WW,51.481035,-0.135804,N10 1EA,51.597224,-0.145257,12.94,0 days 00:17:00,2018-06-11 08:35:34,2018-06-11 08:52:34,12.7,,,,5.0,,
267,267,692,3314,SM5 1NQ,51.382867,-0.175507,HA1 9JE,51.585228,-0.329687,24.93,0 days 00:42:00,2014-03-30 03:39:25,2014-03-30 04:21:25,18.8,,,,,,
